time,temperature,wave_height_sig,wave_period_max,wave_height_max,wave_spread_average,sea_surface_wave_mean_period
2023-11-06T22:23:00Z,6,0.23,8.25,0.39,35,5.75
2023-11-06T23:23:00Z,7,0.27,7.52,0.44,34,4.41
2023-11-07T00:23:00Z,7,0.22,8.82,0.37,34,5.77
2023-11-07T01:23:00Z,7,0.24,8.82,0.42,34,4.47
2023-11-07T02:23:00Z,7,0.19,8,0.3,34,6.06
2023-11-07T03:23:00Z,7,0.2,8.53,0.35,34,5.93
2023-11-07T04:23:00Z,7,0.2,8.53,0.32,34,5.02
2023-11-07T05:23:00Z,7,0.25,8.53,0.44,36,6.06
2023-11-07T07:23:00Z,7,0.29,9.14,0.46,35,3.5
2023-11-07T08:23:00Z,7,0.25,8.25,0.4,34,4.34
2023-11-07T09:23:00Z,7,0.23,8.25,0.38,36,4.31
2023-11-07T10:23:00Z,8,0.22,8.25,0.38,37,4.47
2023-11-07T11:23:00Z,9,0.28,8.53,0.49,35,3.68
2023-11-07T12:23:00Z,11,0.37,2.53,0.68,35,3.01
2023-11-07T13:23:00Z,14,0.47,2.72,0.78,35,3.1
2023-11-07T14:23:00Z,14,0.63,3.28,1.07,36,3.16
2023-11-07T15:23:00Z,14,0.73,3.55,1.3,42,3.04
2023-11-07T16:23:00Z,15,0.78,3.45,1.34,39,3.01
2023-11-07T17:23:00Z,15,0.74,4.19,1.34,42,3.13
2023-11-07T18:23:00Z,14,0.74,4.65,1.41,44,3.19
2023-11-07T19:23:00Z,14,0.71,4.19,1.24,40,3.37
2023-11-07T20:23:00Z,13,0.75,2.78,1.25,36,3.26
2023-11-07T21:23:00Z,13,0.8,3.71,1.42,39,3.29
2023-11-07T22:23:00Z,13,0.81,4.83,1.55,38,3.35
2023-11-07T23:23:00Z,13,0.88,4.65,1.44,37,3.54
2023-11-08T00:23:00Z,14,0.99,4.41,1.93,37,3.55
2023-11-08T01:23:00Z,14,1.06,5.22,1.71,40,3.77
2023-11-08T02:23:00Z,15,1.02,5.68,1.59,37,3.78
2023-11-08T03:23:00Z,15,0.99,5.33,1.83,39,3.53
2023-11-08T04:23:00Z,15,0.83,5.81,1.37,36,3.81
2023-11-08T05:23:00Z,15,0.79,5.44,1.39,39,4
2023-11-08T06:23:00Z,15,0.75,5.68,1.28,38,4.22
2023-11-08T07:23:00Z,14,0.7,6.09,1.31,36,4.31
2023-11-08T08:23:00Z,13,0,16,0,33,13.4
2023-11-08T09:23:00Z,12,0.57,5.68,0.99,37,4.42
2023-11-08T10:23:00Z,12,0.55,5.95,0.89,34,4.72
2023-11-08T11:23:00Z,10,0.43,5.44,0.75,42,4.25
2023-11-08T12:23:00Z,9,0.41,6.24,0.77,35,4.26
2023-11-08T13:23:00Z,10,0.39,8.53,0.69,35,3.77
2023-11-08T14:23:00Z,14,0.41,9.14,0.69,34,3.58
2023-11-08T15:23:00Z,12,0.36,8.53,0.63,38,3.43
2023-11-08T16:23:00Z,10,0.3,8.82,0.5,38,3.24
2023-11-08T17:23:00Z,10,0.3,7.75,0.54,37,3.33
2023-11-08T18:23:00Z,10,0.28,15.05,0.5,46,3.45
2023-11-08T19:23:00Z,8,0.29,8,0.54,36,3.29
2023-11-08T20:23:00Z,7,0.32,7.75,0.51,37,3.24
2023-11-08T21:23:00Z,5,0.26,7.75,0.44,39,4.14
2023-11-08T23:23:00Z,5,0.2,8.53,0.33,36,4.77
2023-11-09T00:23:00Z,5,0.26,4.41,0.43,37,3.33
2023-11-09T01:23:00Z,5,0.22,8.25,0.37,37,3.62
2023-11-09T02:23:00Z,5,0.22,15.05,0.4,46,3.73
2023-11-09T03:23:00Z,4,0.29,2.3,0.49,35,2.78
2023-11-09T04:23:00Z,5,0.3,2.41,0.54,38,2.86
2023-11-09T05:23:00Z,4,0.31,2.37,0.53,36,2.91
2023-11-09T06:23:00Z,5,0.38,2.66,0.6,36,2.67
2023-11-09T07:23:00Z,5,0.58,2.69,0.95,37,2.83
2023-11-09T08:23:00Z,5,0.53,2.72,0.93,36,2.79
2023-11-09T09:23:00Z,5,0.33,2.48,0.59,34,2.67
2023-11-09T11:23:00Z,4,0.17,9.84,0.3,40,3.38
2023-11-09T12:23:00Z,8,0.18,16,0.31,41,4.41
2023-11-09T13:23:00Z,10,0.22,16,0.43,37,4.66
2023-11-09T14:23:00Z,12,0.23,11.13,0.43,42,2.84
2023-11-09T15:23:00Z,11,0.24,2.11,0.45,36,2.68
2023-11-09T16:23:00Z,12,0.28,2.15,0.48,36,2.57
2023-11-09T17:23:00Z,13,0.31,2.39,0.5,35,2.5
2023-11-09T18:23:00Z,11,0.19,2.18,0.34,36,2.73
2023-11-09T19:23:00Z,10,0.19,15.05,0.33,42,4.01
2023-11-09T20:23:00Z,9,0.17,14.22,0.28,39,4.32
2023-11-09T21:23:00Z,9,0.14,16,0.27,45,3.92
2023-11-09T22:23:00Z,9,0.14,16,0.24,44,4.67
2023-11-09T23:23:00Z,8,0.18,15.05,0.33,41,4.27
2023-11-10T00:23:00Z,8,0.14,17.06,0.23,42,5.37
2023-11-10T01:23:00Z,8,0.15,16,0.24,41,4.95
2023-11-10T02:23:00Z,7,0.17,17.06,0.27,41,5
2023-11-10T03:23:00Z,7,0.19,17.06,0.35,41,5.66
2023-11-10T04:23:00Z,7,0.16,17.06,0.28,42,5.34
2023-11-10T05:23:00Z,7,0.15,14.22,0.25,43,4.98
2023-11-10T06:23:00Z,6,0.14,8,0.27,39,5.18
2023-11-10T07:23:00Z,6,0.16,8.82,0.27,36,5.04
2023-11-10T08:23:00Z,5,0.15,14.22,0.27,39,6.01
2023-11-10T09:23:00Z,5,0.16,18.28,0.28,43,5.01
2023-11-10T10:23:00Z,6,0.14,17.06,0.23,38,4.92
2023-11-10T11:23:00Z,7,0.23,3.6,0.39,40,4.03
2023-11-10T12:23:00Z,10,0.15,9.48,0.23,35,4.43
2023-11-10T13:23:00Z,13,0.15,15.05,0.25,39,4.82
2023-11-10T14:23:00Z,14,0.15,15.05,0.26,38,5.05
2023-11-10T15:23:00Z,13,0.14,8.82,0.25,35,4.93
2023-11-10T16:23:00Z,18,0.18,15.05,0.32,41,4.65
2023-11-10T17:23:00Z,17,0.16,16,0.34,37,4.29
2023-11-10T18:23:00Z,13,0.16,15.05,0.25,43,4.87
2023-11-10T19:23:00Z,13,0.21,18.28,0.32,40,4.31
2023-11-10T20:23:00Z,11,0.18,16,0.31,43,3.57
2023-11-10T21:23:00Z,9,0.18,16,0.35,44,4.2
2023-11-10T22:23:00Z,8,0.18,17.06,0.34,42,4.9
2023-11-10T23:23:00Z,8,0.19,17.06,0.32,41,4.26
2023-11-11T00:23:00Z,8,0.16,15.05,0.25,44,4.99
2023-11-11T01:23:00Z,8,0.14,17.06,0.23,38,5.08
2023-11-11T02:23:00Z,8,0.19,15.05,0.3,44,5.74
2023-11-11T03:23:00Z,7,0.12,8.25,0.2,36,5.1
2023-11-11T04:23:00Z,7,0.14,8.82,0.25,35,5.26
2023-11-11T05:23:00Z,7,0.17,7.52,0.28,36,5.39
2023-11-11T06:23:00Z,8,0.17,7.52,0.29,35,6.04
2023-11-11T07:23:00Z,7,0.19,8.25,0.33,36,5.65
2023-11-11T08:23:00Z,7,0.19,9.14,0.32,36,5.61
2023-11-11T09:23:00Z,7,0.19,8.25,0.31,38,5.54
2023-11-11T10:23:00Z,7,0.17,8.25,0.28,35,5.61
2023-11-11T11:23:00Z,7,0.19,8,0.29,36,4.5
2023-11-11T12:23:00Z,10,0.15,8.53,0.3,37,5.32
2023-11-11T13:23:00Z,9,0.24,7.75,0.44,34,3.74
2023-11-11T14:23:00Z,10,0.2,15.05,0.33,42,5.33
2023-11-11T15:23:00Z,11,0.17,16,0.27,40,5.36
2023-11-11T16:23:00Z,11,0.18,17.06,0.32,42,5.48
2023-11-11T17:23:00Z,10,0.2,13.47,0.39,44,4.42
2023-11-11T18:23:00Z,10,0.19,17.06,0.3,40,4.73
2023-11-11T19:23:00Z,11,0.16,8.25,0.27,37,4.47
2023-11-11T20:23:00Z,9,0.25,3.41,0.45,35,3.81
2023-11-11T21:23:00Z,7,0.21,8.25,0.36,35,3.61
2023-11-11T23:23:00Z,7,0.34,2.37,0.57,35,2.65
2023-11-12T00:23:00Z,6,0.26,2.16,0.45,37,2.7
2023-11-12T01:23:00Z,6,0.18,8.82,0.32,41,3.77
2023-11-12T02:23:00Z,6,0.27,16,0.5,43,4.07
2023-11-12T03:23:00Z,5,0.17,16,0.26,40,5.38
2023-11-12T04:23:00Z,5,0.15,14.22,0.25,39,5.53
2023-11-12T05:23:00Z,5,0.15,13.47,0.25,38,5.21
2023-11-12T06:23:00Z,5,0.15,15.05,0.24,45,5
2023-11-12T07:23:00Z,5,0.15,13.47,0.25,42,5.08
2023-11-12T08:23:00Z,5,0.15,16,0.25,41,4.06
2023-11-12T09:23:00Z,5,0.16,4.74,0.27,39,3.93
2023-11-12T10:23:00Z,4,0.2,3.82,0.35,34,3.41
2023-11-12T11:23:00Z,5,0.13,17.06,0.22,40,4.39
2023-11-12T12:23:00Z,5,0.12,12.8,0.21,39,4.79
2023-11-12T13:23:00Z,9,0.19,3.93,0.31,33,4.93
2023-11-12T14:23:00Z,12,0.21,15.05,0.32,42,4.74
2023-11-12T15:23:00Z,12,0.22,17.06,0.37,45,3.46
2023-11-12T16:23:00Z,10,0.14,13.47,0.24,43,4.65
2023-11-12T17:23:00Z,12,0.16,10.66,0.29,40,4.38
2023-11-12T18:23:00Z,13,0.14,13.47,0.25,40,4.24
2023-11-12T19:23:00Z,10,0.16,17.06,0.28,44,4.65
2023-11-12T20:23:00Z,10,0.13,15.05,0.25,38,3.65
2023-11-12T21:23:00Z,7,0.19,18.28,0.34,42,4.23
2023-11-12T22:23:00Z,6,0.17,16,0.31,43,5.02
2023-11-12T23:23:00Z,6,0.14,16,0.24,39,4.11
2023-11-13T00:23:00Z,5,0.12,15.05,0.21,45,4.89
2023-11-13T01:23:00Z,5,0.16,16,0.29,41,5.62
2023-11-13T02:23:00Z,5,0.26,14.22,0.46,43,4.13
2023-11-13T03:23:00Z,5,0,16,0,33,11.26
2023-11-13T04:23:00Z,4,0.15,16,0.26,41,5.07
2023-11-13T05:23:00Z,4,0.13,13.47,0.21,40,5.39
2023-11-13T06:23:00Z,4,0.12,17.06,0.21,42,5.22
2023-11-13T07:23:00Z,4,0.12,15.05,0.2,44,4.86
2023-11-13T08:23:00Z,3,0.12,15.05,0.21,43,5.48
2023-11-13T09:23:00Z,3,0.2,13.47,0.33,41,4.05
2023-11-13T10:23:00Z,3,0.11,17.06,0.18,42,4.87
2023-11-13T11:23:00Z,2,0.14,12.19,0.22,41,5.39
2023-11-13T12:23:00Z,5,0.13,13.47,0.23,41,4.74
2023-11-13T13:23:00Z,9,0.23,11.63,0.4,45,3.57
2023-11-13T14:23:00Z,9,0.3,14.22,0.55,38,3.61
2023-11-13T15:23:00Z,10,0.18,15.05,0.28,43,5.52
2023-11-13T16:23:00Z,13,0.12,12.8,0.2,37,5.39
