time,temperature,wave_height_sig,wave_period_max,wave_height_max,wave_spread_average,sea_surface_wave_mean_period
2023-10-21T02:23:00Z,17,0.43,4.65,0.78,36,3.82
2023-10-21T03:23:00Z,17,0.41,5.22,0.75,42,3.84
2023-10-21T04:23:00Z,17,0.4,5.11,0.72,39,3.91
2023-10-21T05:23:00Z,17,0.41,5.01,0.71,38,3.98
2023-10-21T06:23:00Z,17,0.42,6.24,0.83,37,4.17
2023-10-21T07:23:00Z,17,0.43,5.22,0.75,41,4.14
2023-10-21T08:23:00Z,17,0.54,5.33,0.9,39,4.13
2023-10-21T09:23:00Z,17,0.62,5.44,0.99,42,4.22
2023-10-21T10:23:00Z,17,0.58,6.24,1.01,35,4.39
2023-10-21T11:23:00Z,17,0.61,8.25,1.06,35,4.42
2023-10-21T12:23:00Z,18,0.53,6.91,0.84,34,4.41
2023-10-21T13:23:00Z,18,0.65,8,1.16,34,4.25
2023-10-21T14:23:00Z,18,0.61,7.11,1.1,34,4.54
2023-10-21T15:23:00Z,18,0.69,7.75,1.18,36,5.09
2023-10-21T16:23:00Z,21,0.84,8,1.41,35,5.08
2023-10-21T17:23:00Z,22,0.86,8.25,1.5,35,4.98
2023-10-21T18:23:00Z,21,0.83,8,1.38,36,5.01
2023-10-21T19:23:00Z,22,0.85,8.53,1.34,34,5.11
2023-10-21T20:23:00Z,19,0.87,8.25,1.43,33,5.47
2023-10-21T21:23:00Z,18,0.86,9.84,1.29,34,5.54
2023-10-21T22:23:00Z,18,0.83,8.53,1.42,34,5.22
2023-10-21T23:23:00Z,18,0.84,10.23,1.48,34,5.3
2023-10-22T00:23:00Z,18,0.9,9.14,1.46,33,4.75
2023-10-22T01:23:00Z,18,0.98,10.66,1.59,34,4.68
2023-10-22T02:23:00Z,17,0.89,8.82,1.49,34,4.88
2023-10-22T03:23:00Z,17,0.9,9.48,1.47,34,4.81
2023-10-22T04:23:00Z,17,0.94,10.66,1.59,35,5.07
2023-10-22T05:23:00Z,17,0.98,9.48,1.62,34,5.28
2023-10-22T06:23:00Z,17,1.03,9.14,1.73,35,4.52
2023-10-22T07:23:00Z,17,1.04,10.23,1.67,34,4.9
2023-10-22T08:23:00Z,17,1.02,9.48,1.82,34,4.95
2023-10-22T09:23:00Z,17,1.01,8.53,1.57,34,4.98
2023-10-22T10:23:00Z,17,1.1,10.66,1.81,35,5.26
2023-10-22T11:23:00Z,17,1.03,12.19,1.64,35,5.19
2023-10-22T12:23:00Z,17,1.02,10.66,1.59,34,5.36
2023-10-22T13:23:00Z,17,1.07,12.19,1.79,34,5.82
2023-10-22T14:23:00Z,18,1.05,12.8,1.56,34,6.66
2023-10-22T15:23:00Z,19,0.9,12.8,1.51,34,6.06
2023-10-22T16:23:00Z,18,0.87,12.8,1.46,35,5.55
2023-10-22T17:23:00Z,19,0.86,12.8,1.46,35,5.42
2023-10-22T18:23:00Z,17,0.81,12.8,1.35,34,4.83
2023-10-22T19:23:00Z,17,0.74,12.8,1.19,34,5.25
2023-10-22T20:23:00Z,16,0.74,13.47,1.17,34,5.18
2023-10-22T21:23:00Z,15,0.69,12.8,1.02,34,5.76
2023-10-22T22:23:00Z,14,0.68,12.8,1.11,34,6.72
2023-10-22T23:23:00Z,14,0.7,12.8,1.1,34,6.34
2023-10-23T00:23:00Z,14,0.72,12.19,1.19,34,5.95
2023-10-23T01:23:00Z,13,0.67,13.47,1.08,34,5.63
2023-10-23T02:23:00Z,13,0.73,11.13,1.18,34,5.8
2023-10-23T03:23:00Z,12,0.75,12.19,1.18,34,6.24
2023-10-23T04:23:00Z,12,0.71,12.19,1.18,34,5.93
2023-10-23T05:23:00Z,12,0.67,11.63,1.01,34,5.56
2023-10-23T06:23:00Z,12,0.56,9.48,0.93,34,5.14
2023-10-23T07:23:00Z,11,0.54,10.66,0.86,34,5.39
2023-10-23T08:23:00Z,11,0.5,6.24,0.77,34,4.87
2023-10-23T09:23:00Z,11,0.47,11.63,0.8,35,5.85
2023-10-23T10:23:00Z,11,0.39,12.8,0.67,35,5.8
2023-10-23T11:23:00Z,12,0.41,11.63,0.69,34,5.49
2023-10-23T12:23:00Z,13,0.33,10.66,0.54,36,5.99
2023-10-23T13:23:00Z,14,0.33,11.63,0.55,34,5.17
2023-10-23T14:23:00Z,14,0.35,10.23,0.66,34,3.97
2023-10-23T15:23:00Z,18,0.39,11.13,0.66,35,3.33
2023-10-23T16:23:00Z,17,0.39,2.24,0.7,35,3.09
2023-10-23T17:23:00Z,18,0.44,10.23,0.7,35,2.95
2023-10-23T18:23:00Z,17,0.43,2.46,0.74,36,3.02
2023-10-23T19:23:00Z,17,0.4,9.48,0.68,36,3.33
2023-10-23T20:23:00Z,15,0.54,2.58,0.91,34,2.91
2023-10-23T21:23:00Z,12,0.48,2.39,0.79,35,2.91
2023-10-23T22:23:00Z,11,0.38,2.2,0.65,34,2.88
2023-10-23T23:23:00Z,11,0.31,10.23,0.5,36,3.43
2023-10-24T00:23:00Z,10,0.27,10.23,0.49,34,3.14
2023-10-24T01:23:00Z,10,0.26,9.84,0.46,35,3.44
2023-10-24T02:23:00Z,9,0.21,16,0.36,42,4.46
2023-10-24T03:23:00Z,9,0.2,10.66,0.34,36,4.98
2023-10-24T04:23:00Z,9,0.2,10.23,0.35,35,5.62
2023-10-24T05:23:00Z,9,0.18,10.66,0.34,37,5.12
2023-10-24T06:23:00Z,9,0.23,10.23,0.36,35,4.93
2023-10-24T07:23:00Z,8,0.19,8.53,0.32,35,5.25
2023-10-24T08:23:00Z,7,0.2,9.84,0.39,35,5.61
2023-10-24T09:23:00Z,7,0.21,9.48,0.34,38,5.82
2023-10-24T10:23:00Z,7,0.19,9.48,0.33,37,5.49
2023-10-24T11:23:00Z,9,0.21,9.84,0.35,38,5.6
2023-10-24T12:23:00Z,14,0.27,3.5,0.43,34,4.63
2023-10-24T13:23:00Z,17,0.21,9.84,0.36,36,5.2
2023-10-24T14:23:00Z,20,0.19,9.48,0.33,36,5.18
2023-10-24T15:23:00Z,21,0.2,10.23,0.36,35,4.84
2023-10-24T16:23:00Z,18,0.24,9.14,0.4,37,5
2023-10-24T17:23:00Z,20,0.26,9.14,0.43,41,3.18
2023-10-24T18:23:00Z,21,0.27,15.05,0.46,43,3.91
2023-10-24T19:23:00Z,20,0.21,9.48,0.35,34,3.97
2023-10-24T20:23:00Z,17,0.26,9.84,0.42,35,4.17
2023-10-24T21:23:00Z,13,0.23,11.13,0.4,36,3.45
2023-10-24T22:23:00Z,12,0.21,8.82,0.36,36,4.32
2023-10-24T23:23:00Z,12,0.23,8.53,0.37,36,4.01
2023-10-25T00:23:00Z,12,0.21,9.14,0.37,37,4.77
2023-10-25T01:23:00Z,11,0.21,8.53,0.38,34,4.22
2023-10-25T02:23:00Z,11,0.18,8.25,0.32,37,4.37
2023-10-25T03:23:00Z,12,0.19,8.53,0.37,35,4.52
2023-10-25T04:23:00Z,13,0.17,8.25,0.29,35,4.4
2023-10-25T05:23:00Z,14,0.18,10.66,0.3,35,3.97
2023-10-25T06:23:00Z,14,0.2,9.84,0.35,37,3.72
2023-10-25T07:23:00Z,15,0.21,9.48,0.36,41,3.86
2023-10-25T08:23:00Z,15,0.28,8.53,0.51,35,3.53
2023-10-25T09:23:00Z,14,0.23,12.19,0.4,43,3.86
2023-10-25T10:23:00Z,14,0.21,8.53,0.35,34,4.27
2023-10-25T11:23:00Z,15,0.23,14.22,0.39,42,3.75
2023-10-25T12:23:00Z,19,0.26,14.22,0.46,44,4.11
2023-10-25T13:23:00Z,20,0.28,4.26,0.49,34,3.44
2023-10-25T15:23:00Z,19,0.3,18.28,0.5,37,3.34
2023-10-25T16:23:00Z,19,0.4,2.32,0.69,34,2.97
2023-10-25T18:23:00Z,22,0.42,2.84,0.68,35,3
2023-10-25T19:23:00Z,19,0.4,2.32,0.69,35,3.06
2023-10-25T20:23:00Z,18,0.4,2.55,0.71,35,3.06
2023-10-25T21:23:00Z,17,0.42,2.48,0.76,35,3.03
2023-10-25T22:23:00Z,16,0.4,2.61,0.6,35,3.06
2023-10-25T23:23:00Z,16,0.39,3.08,0.67,35,3.25
2023-10-26T00:23:00Z,17,0.5,2.72,0.89,34,3.18
2023-10-26T01:23:00Z,16,0.43,2.55,0.75,34,3.19
2023-10-26T02:23:00Z,16,0.41,2.97,0.74,36,3.16
2023-10-26T03:23:00Z,17,0.35,17.06,0.62,40,3.45
2023-10-26T04:23:00Z,16,0.44,3.08,0.79,34,3.22
2023-10-26T05:23:00Z,16,0.38,2.66,0.73,36,3.46
2023-10-26T06:23:00Z,17,0.36,4.12,0.66,39,3.49
2023-10-26T07:23:00Z,17,0.31,3.82,0.54,34,3.51
2023-10-26T08:23:00Z,16,0.36,5.11,0.62,41,3.73
2023-10-26T09:23:00Z,16,0.34,5.11,0.6,37,3.6
2023-10-26T10:23:00Z,15,0.3,6.56,0.51,36,3.69
2023-10-26T11:23:00Z,17,0.31,5.56,0.61,37,3.46
2023-10-26T12:23:00Z,21,0.27,5.11,0.47,41,4.06
2023-10-26T13:23:00Z,25,0.25,4,0.44,34,3.78
2023-10-26T14:23:00Z,27,0.28,3.87,0.48,33,3.74
2023-10-26T15:23:00Z,27,0.27,15.05,0.47,36,3.89
2023-10-26T16:23:00Z,28,0.3,4.57,0.51,39,3.62
2023-10-26T17:23:00Z,23,0.34,4,0.6,35,3.67
2023-10-26T18:23:00Z,24,0.3,4.74,0.56,38,3.57
2023-10-26T19:23:00Z,21,0.33,4.65,0.59,43,3.58
2023-10-26T20:23:00Z,21,0.31,4.26,0.56,41,3.6
2023-10-26T21:23:00Z,17,0.31,4.65,0.57,42,3.61
2023-10-26T22:23:00Z,16,0.29,3.82,0.56,35,3.45
2023-10-26T23:23:00Z,15,0.21,15.05,0.4,41,3.91
2023-10-27T00:23:00Z,15,0.22,6.91,0.42,35,3.7
2023-10-27T01:23:00Z,15,0.25,6.4,0.45,36,3.7
2023-10-27T02:23:00Z,15,0.22,5.11,0.42,38,4.06
2023-10-27T03:23:00Z,16,0.23,6.09,0.42,36,4.05
2023-10-27T04:23:00Z,16,0.22,5.68,0.35,38,4.14
2023-10-27T05:23:00Z,16,0.24,5.01,0.42,36,4.02
2023-10-27T06:23:00Z,16,0.23,5.22,0.41,37,4.16
2023-10-27T07:23:00Z,16,0.25,4.49,0.5,35,4.05
2023-10-27T08:23:00Z,16,0.31,17.06,0.52,38,4.26
2023-10-27T09:23:00Z,16,0.29,5.11,0.52,42,3.54
2023-10-27T10:23:00Z,15,0.37,2.28,0.68,35,3.09
2023-10-27T11:23:00Z,16,0.36,2.66,0.62,36,3.25
2023-10-27T12:23:00Z,16,0.31,16,0.53,40,3.36
2023-10-27T13:23:00Z,16,0.29,17.06,0.54,46,3.31
2023-10-27T14:23:00Z,17,0.3,8.53,0.55,42,3.28
2023-10-27T15:23:00Z,17,0.35,17.06,0.61,37,3.6
2023-10-27T16:23:00Z,18,0.29,17.06,0.47,37,3.67
2023-10-27T17:23:00Z,19,0.28,2.87,0.46,36,3.52
2023-10-27T18:23:00Z,18,0.24,5.11,0.46,42,3.68
2023-10-27T19:23:00Z,17,0.27,15.05,0.43,39,3.66
2023-10-27T20:23:00Z,16,0.29,15.05,0.53,41,3.8
2023-10-27T21:23:00Z,16,0.3,13.47,0.52,38,4.05
2023-10-27T22:23:00Z,16,0,16,0,33,11.33
2023-10-27T23:23:00Z,16,0.3,13.47,0.57,36,4.31
2023-10-28T00:23:00Z,15,0.35,13.47,0.62,35,3.81
2023-10-28T01:23:00Z,15,0.35,13.47,0.61,35,3.92
2023-10-28T02:23:00Z,15,0.31,13.47,0.54,35,3.94
2023-10-28T03:23:00Z,15,0.34,13.47,0.55,34,4.12
2023-10-28T04:23:00Z,15,0.34,13.47,0.56,34,4.14
2023-10-28T05:23:00Z,16,0.33,12.8,0.57,34,4.25
2023-10-28T06:23:00Z,16,0.4,12.19,0.69,34,4.33
2023-10-28T07:23:00Z,16,0.45,12.8,0.8,35,4.15
2023-10-28T08:23:00Z,16,0.45,12.19,0.71,34,5.16
2023-10-28T09:23:00Z,16,0.47,12.19,0.77,34,4.76
2023-10-28T10:23:00Z,16,0.42,11.13,0.69,37,4.37
2023-10-28T11:23:00Z,16,0.51,12.19,0.89,35,4.85
2023-10-28T12:23:00Z,18,0.46,11.13,0.83,34,4.65
2023-10-28T13:23:00Z,22,0.43,11.63,0.73,34,4.91
2023-10-28T14:23:00Z,26,0.47,11.63,0.82,35,4.68
2023-10-28T15:23:00Z,27,0.52,12.8,0.85,34,5.14
2023-10-28T16:23:00Z,27,0.45,12.19,0.77,34,4.13
2023-10-28T17:23:00Z,28,0.45,12.19,0.79,34,4.11
2023-10-28T18:23:00Z,26,0.51,12.19,0.81,34,3.9
2023-10-28T19:23:00Z,25,0.47,11.13,0.77,35,3.71
2023-10-28T20:23:00Z,22,0.45,12.19,0.76,34,4.23
2023-10-28T21:23:00Z,19,0.45,11.63,0.76,35,3.98
2023-10-28T22:23:00Z,18,0.57,11.63,0.95,35,4.22
2023-10-28T23:23:00Z,18,0.5,11.13,0.87,35,4.26
2023-10-29T00:23:00Z,19,0.51,10.66,0.9,36,4.17
2023-10-29T01:23:00Z,20,0.47,10.66,0.85,35,4.66
2023-10-29T02:23:00Z,20,0.43,11.13,0.72,35,4.76
2023-10-29T03:23:00Z,19,0.43,10.66,0.73,35,4.7
2023-10-29T04:23:00Z,19,0.39,11.63,0.65,34,5.43
2023-10-29T05:23:00Z,18,0.43,9.84,0.73,35,3.94
2023-10-29T06:23:00Z,15,0.58,2.69,1.05,34,2.92
2023-10-29T07:23:00Z,13,0.5,2.28,0.81,34,3.01
2023-10-29T08:23:00Z,12,0.39,10.23,0.64,35,3.26
2023-10-29T09:23:00Z,11,0.44,9.84,0.79,35,3.08
2023-10-29T10:23:00Z,10,0.35,9.84,0.6,36,3.98
2023-10-29T11:23:00Z,11,0.34,9.48,0.59,40,3.79
2023-10-29T12:23:00Z,13,0.31,10.66,0.54,37,5.39
2023-10-29T13:23:00Z,14,0.31,10.23,0.54,37,4.2
2023-10-29T14:23:00Z,17,0.32,10.23,0.56,37,4.12
2023-10-29T15:23:00Z,15,0.33,8.82,0.55,38,5.67
2023-10-29T16:23:00Z,15,0.26,9.48,0.43,37,6.5
2023-10-29T17:23:00Z,15,0.22,10.23,0.4,38,5.8
2023-10-29T18:23:00Z,17,0.23,9.14,0.4,34,6.09
2023-10-29T20:23:00Z,13,0.25,10.23,0.39,34,6.02
2023-10-29T21:23:00Z,12,0.22,9.14,0.36,34,6.17
2023-10-29T22:23:00Z,11,0.24,9.84,0.39,35,6.55
2023-10-29T23:23:00Z,11,0.25,9.48,0.44,35,5.38
2023-10-30T00:23:00Z,10,0.26,9.48,0.41,35,6.23
2023-10-30T01:23:00Z,10,0.25,8.53,0.4,36,5.85
2023-10-30T02:23:00Z,10,0.27,10.66,0.48,36,5.96
2023-10-30T03:23:00Z,9,0.26,8.25,0.46,37,4.96
2023-10-30T04:23:00Z,9,0.24,9.14,0.38,35,5.3
2023-10-30T05:23:00Z,8,0.22,10.23,0.33,35,6.33
2023-10-30T06:23:00Z,8,0.24,9.48,0.42,35,6.58
2023-10-30T07:23:00Z,8,0.22,9.14,0.36,35,6.27
2023-10-30T08:23:00Z,7,0.19,9.84,0.31,34,6.23
2023-10-30T09:23:00Z,7,0.21,9.14,0.31,34,6.38
2023-10-30T10:23:00Z,7,0.19,9.48,0.3,35,5.44
2023-10-30T11:23:00Z,7,0.2,9.14,0.35,36,4.82
2023-10-30T12:23:00Z,6,0.21,9.14,0.31,35,5.57
2023-10-30T13:23:00Z,6,0.22,8.82,0.36,39,5.72
2023-10-30T14:23:00Z,7,0.22,8,0.37,39,4.59
2023-10-30T15:23:00Z,7,0.22,17.06,0.37,45,5.54
2023-10-30T16:23:00Z,7,0.21,8.82,0.33,35,5.94
2023-10-30T18:23:00Z,7,0.22,8,0.37,39,4.9
2023-10-30T19:23:00Z,6,0.21,14.22,0.38,42,3.59
2023-10-30T20:23:00Z,6,0.18,8.53,0.32,36,4.69
2023-10-30T21:23:00Z,6,0.23,8.25,0.41,35,4.83
2023-10-30T22:23:00Z,7,0.21,12.8,0.36,42,4.61
2023-10-30T23:23:00Z,7,0.25,16,0.46,45,4.24
2023-10-31T00:23:00Z,7,0.23,8,0.41,38,4.07
2023-10-31T01:23:00Z,8,0.34,7.52,0.59,38,3.92
2023-10-31T02:23:00Z,8,0.33,8,0.56,37,3.82
2023-10-31T03:23:00Z,8,0.38,17.06,0.7,44,3.97
2023-10-31T04:23:00Z,7,0.39,4.74,0.67,40,4.11
2023-10-31T05:23:00Z,7,0.35,4.92,0.62,38,4.38
2023-10-31T06:23:00Z,7,0.33,5.44,0.53,37,4.11
2023-10-31T07:23:00Z,8,0.3,5.44,0.55,37,4.23
2023-10-31T08:23:00Z,8,0.26,4.83,0.45,42,4.09
2023-10-31T09:23:00Z,8,0.27,5.56,0.47,39,3.71
2023-10-31T10:23:00Z,8,0.31,5.01,0.49,37,3.29
2023-10-31T11:23:00Z,8,0.3,6.24,0.46,36,4.9
2023-10-31T12:23:00Z,8,0.29,5.44,0.46,42,3.88
2023-10-31T13:23:00Z,9,0.32,2.3,0.53,34,3.1
2023-10-31T14:23:00Z,13,0.34,7.52,0.56,37,3.12
2023-10-31T15:23:00Z,16,0.35,8,0.57,38,3.83
2023-10-31T16:23:00Z,15,0.32,7.52,0.54,38,3.84
2023-10-31T17:23:00Z,16,0.31,7.31,0.51,35,4.84
2023-10-31T18:23:00Z,15,0.29,7.11,0.5,35,3.9
2023-10-31T19:23:00Z,13,0.26,6.73,0.44,37,4.23
2023-10-31T20:23:00Z,11,0,16,0,33,10.7
2023-10-31T21:23:00Z,8,0.21,6.4,0.33,39,5.51
2023-10-31T22:23:00Z,8,0.19,8.25,0.3,37,5.61
2023-10-31T23:23:00Z,7,0.26,7.75,0.43,36,4.02
2023-11-01T00:23:00Z,6,0.18,7.52,0.28,37,5.45
2023-11-01T01:23:00Z,6,0.17,8,0.27,36,5.85
2023-11-01T02:23:00Z,7,0.19,7.31,0.32,37,5.91
2023-11-01T03:23:00Z,7,0.22,16,0.38,42,5.25
2023-11-01T04:23:00Z,6,0.21,8.25,0.33,35,6.03
2023-11-01T05:23:00Z,5,0.22,9.84,0.37,40,5.78
2023-11-01T06:23:00Z,5,0.17,8.53,0.28,38,5.6
2023-11-01T07:23:00Z,5,0.22,8.53,0.35,38,4.64
2023-11-01T08:23:00Z,5,0.21,6.56,0.39,37,4.37
2023-11-01T09:23:00Z,5,0.23,15.05,0.4,43,5.37
2023-11-01T10:23:00Z,5,0.23,16,0.42,44,4.79
2023-11-01T11:23:00Z,5,0.24,16,0.42,42,4.76
2023-11-01T12:23:00Z,5,0.21,8.25,0.37,37,4.39
2023-11-01T13:23:00Z,5,0.26,8.82,0.47,35,3.84
2023-11-01T14:23:00Z,5,0.26,16,0.44,43,4.9
2023-11-01T15:23:00Z,4,0.29,8.53,0.51,39,4.04
2023-11-01T16:23:00Z,3,0.28,8.25,0.46,40,3.16
2023-11-01T17:23:00Z,4,0.3,2.15,0.5,34,2.84
2023-11-01T18:23:00Z,4,0.34,2.28,0.55,35,2.77
2023-11-01T19:23:00Z,4,0.37,2.28,0.63,36,2.71
2023-11-01T20:23:00Z,5,0.36,2.37,0.58,35,2.68
2023-11-01T21:23:00Z,5,0.34,2.43,0.56,35,2.73
2023-11-01T22:23:00Z,5,0.38,2.37,0.63,35,2.72
2023-11-01T23:23:00Z,5,0.35,2.28,0.6,36,2.71
2023-11-02T00:23:00Z,6,0.42,2.75,0.69,34,2.75
2023-11-02T01:23:00Z,5,0.43,2.58,0.73,36,2.74
2023-11-02T02:23:00Z,5,0.44,2.75,0.75,34,2.7
2023-11-02T03:23:00Z,5,0.47,2.55,0.8,35,2.63
2023-11-02T04:23:00Z,5,0.42,2.53,0.71,35,2.67
2023-11-02T05:23:00Z,4,0.36,2.28,0.63,36,2.63
2023-11-02T06:23:00Z,4,0.33,2.37,0.52,35,2.62
2023-11-02T07:23:00Z,4,0.3,2.43,0.53,36,2.73
2023-11-02T08:23:00Z,3,0.31,2.37,0.52,35,2.67
2023-11-02T09:23:00Z,3,0.31,2.34,0.52,35,2.72
2023-11-02T10:23:00Z,2,0.28,2.28,0.44,34,3.03
2023-11-02T11:23:00Z,4,0.29,9.84,0.48,42,3.57
2023-11-02T12:23:00Z,6,0.22,8,0.42,37,3.46
2023-11-02T13:23:00Z,10,0.35,2.41,0.61,35,2.9
2023-11-02T14:23:00Z,11,0.41,2.53,0.7,36,2.8
2023-11-02T15:23:00Z,13,0.42,2.39,0.75,35,2.7
2023-11-02T16:23:00Z,13,0.28,2.3,0.5,39,2.62
2023-11-02T17:23:00Z,13,0.22,2.18,0.36,35,2.9
2023-11-02T18:23:00Z,12,0.23,18.28,0.41,42,3.71
2023-11-02T19:23:00Z,11,0.18,16,0.31,42,5.42
2023-11-02T20:23:00Z,9,0.16,10.23,0.26,43,5.59
2023-11-02T21:23:00Z,6,0.16,15.05,0.26,39,6.26
2023-11-02T22:23:00Z,5,0.19,9.84,0.31,34,4.26
2023-11-02T23:23:00Z,5,0.2,8.82,0.31,36,5.76
2023-11-03T00:23:00Z,5,0.15,8.25,0.27,37,5.92
2023-11-03T01:23:00Z,5,0.19,10.23,0.34,36,6.41
2023-11-03T02:23:00Z,5,0.21,10.66,0.36,37,6.42
2023-11-03T03:23:00Z,5,0.22,9.84,0.37,35,6.16
2023-11-03T04:23:00Z,5,0.19,10.66,0.33,37,6.28
2023-11-03T05:23:00Z,5,0.24,10.66,0.39,36,6.17
2023-11-03T06:23:00Z,5,0.21,10.23,0.34,35,5.84
2023-11-03T07:23:00Z,5,0.2,9.84,0.35,36,6.49
2023-11-03T08:23:00Z,6,0.18,10.23,0.28,35,5.77
2023-11-03T09:23:00Z,6,0.22,9.48,0.37,35,4.86
2023-11-03T10:23:00Z,6,0.2,9.48,0.31,36,5.63
2023-11-03T11:23:00Z,7,0.19,10.23,0.32,34,6.09
2023-11-03T12:23:00Z,11,0.16,9.84,0.29,34,5.38
2023-11-03T13:23:00Z,12,0.19,9.84,0.3,37,4.73
2023-11-03T14:23:00Z,15,0.24,9.84,0.42,35,3.8
2023-11-03T15:23:00Z,12,0.25,9.48,0.42,34,3.79
2023-11-03T16:23:00Z,12,0.22,9.14,0.39,36,4.34
2023-11-03T17:23:00Z,14,0.41,3.08,0.71,36,3.13
2023-11-03T18:23:00Z,11,0.47,3.76,0.8,34,2.96
2023-11-03T19:23:00Z,12,0.37,3.71,0.67,37,3.27
2023-11-03T20:23:00Z,10,0.33,4.49,0.54,39,3.55
2023-11-03T21:23:00Z,10,0.29,4.74,0.52,43,3.74
2023-11-03T22:23:00Z,10,0.34,4.83,0.67,43,3.56
2023-11-03T23:23:00Z,9,0.37,4.26,0.65,39,3.55
2023-11-04T00:23:00Z,8,0.31,4,0.53,36,3.43
2023-11-04T01:23:00Z,9,0.34,9.48,0.59,36,3.84
2023-11-04T02:23:00Z,9,0.31,5.68,0.55,36,3.85
2023-11-04T03:23:00Z,10,0.33,5.95,0.55,39,3.83
2023-11-04T04:23:00Z,11,0.4,6.24,0.69,37,3.37
2023-11-04T05:23:00Z,12,0.39,5.81,0.66,36,3.45
2023-11-04T06:23:00Z,12,0.41,2.66,0.72,35,3.33
2023-11-04T07:23:00Z,13,0.41,4.92,0.7,39,3.37
2023-11-04T08:23:00Z,13,0.45,2.39,0.79,34,3.15
2023-11-04T09:23:00Z,13,0.47,6.56,0.82,35,3.55
2023-11-04T10:23:00Z,13,0.46,6.4,0.84,36,3.75
2023-11-04T11:23:00Z,14,0.46,5.44,0.79,39,3.69
2023-11-04T12:23:00Z,15,0.48,5.11,0.78,41,3.42
2023-11-04T13:23:00Z,16,0.43,6.4,0.75,35,3.46
2023-11-04T14:23:00Z,18,0.47,5.56,0.82,36,3.47
2023-11-04T15:23:00Z,19,0.46,17.06,0.76,42,3.66
2023-11-04T16:23:00Z,19,0.44,6.09,0.79,37,3.46
2023-11-04T17:23:00Z,22,0.42,6.09,0.75,37,3.65
2023-11-04T18:23:00Z,20,0.36,6.09,0.64,36,3.86
2023-11-04T19:23:00Z,18,0.4,5.81,0.75,36,3.89
2023-11-04T20:23:00Z,16,0.39,5.56,0.68,40,3.87
2023-11-04T21:23:00Z,15,0.46,7.11,0.89,35,3.8
2023-11-04T22:23:00Z,14,0.48,5.22,0.79,42,3.96
2023-11-04T23:23:00Z,13,0.48,4.92,0.84,37,4.07
2023-11-05T00:23:00Z,13,0.4,5.33,0.64,38,3.95
2023-11-05T01:23:00Z,13,0.44,6.09,0.79,36,4.02
2023-11-05T02:23:00Z,13,0.4,6.09,0.67,34,4.14
2023-11-05T03:23:00Z,13,0.39,5.22,0.69,38,3.99
2023-11-05T04:23:00Z,13,0.37,5.33,0.62,36,3.98
2023-11-05T05:23:00Z,12,0.35,5.81,0.68,34,3.99
2023-11-05T06:23:00Z,12,0.38,5.95,0.65,35,4.02
2023-11-05T07:23:00Z,12,0.41,5.68,0.65,40,3.97
2023-11-05T08:23:00Z,12,0.39,6.24,0.61,36,4.1
2023-11-05T09:23:00Z,12,0.34,6.09,0.53,35,4.19
2023-11-05T10:23:00Z,12,0.36,6.24,0.66,36,4.2
2023-11-05T11:23:00Z,11,0.34,5.95,0.59,34,4.2
2023-11-05T12:23:00Z,12,0.3,5.44,0.47,41,4.05
2023-11-05T13:23:00Z,13,0.33,5.44,0.54,36,4.3
2023-11-05T14:23:00Z,14,0.32,5.22,0.55,38,4.09
2023-11-05T15:23:00Z,16,0.29,4.74,0.46,39,3.98
2023-11-05T16:23:00Z,20,0.29,4.92,0.5,44,4.19
2023-11-05T17:23:00Z,21,0.31,5.68,0.54,36,4.33
2023-11-05T18:23:00Z,16,0.3,5.56,0.53,45,4.01
2023-11-05T19:23:00Z,14,0.31,5.33,0.49,37,4.14
2023-11-05T20:23:00Z,14,0,16,0,33,10.72
2023-11-05T21:23:00Z,13,0.24,11.63,0.39,38,4.65
2023-11-05T22:23:00Z,12,0.28,14.22,0.44,40,3.59
2023-11-05T23:23:00Z,11,0.26,7.52,0.43,34,4.61
2023-11-06T00:23:00Z,10,0.26,10.66,0.43,35,5.53
2023-11-06T01:23:00Z,10,0.25,10.23,0.41,38,5.41
2023-11-06T02:23:00Z,9,0.28,9.84,0.46,34,6.16
2023-11-06T03:23:00Z,9,0.33,9.84,0.53,36,6.03
2023-11-06T04:23:00Z,8,0.35,8.53,0.61,35,5.61
2023-11-06T05:23:00Z,8,0.37,9.14,0.61,37,5.94
2023-11-06T06:23:00Z,7,0.4,9.14,0.67,35,5.11
2023-11-06T07:23:00Z,6,0.33,9.84,0.52,36,5.46
2023-11-06T08:23:00Z,6,0.33,8.53,0.51,36,6.34
2023-11-06T09:23:00Z,5,0.28,8.82,0.45,35,5.7
2023-11-06T10:23:00Z,5,0.29,8,0.52,36,4.76
2023-11-06T11:23:00Z,4,0.28,9.84,0.46,35,6.15
2023-11-06T12:23:00Z,7,0.27,8,0.48,36,5
2023-11-06T13:23:00Z,10,0.27,8.82,0.44,35,5.55
2023-11-06T14:23:00Z,12,0.26,10.23,0.42,36,5.99
2023-11-06T15:23:00Z,15,0.31,10.23,0.59,37,3.96
2023-11-06T16:23:00Z,16,0.26,9.48,0.42,37,5.91
2023-11-06T17:23:00Z,18,0.23,9.48,0.38,35,5.92
2023-11-06T18:23:00Z,17,0.25,9.14,0.43,35,5.46
2023-11-06T19:23:00Z,14,0.25,9.14,0.45,35,5.33
2023-11-06T20:23:00Z,10,0.25,8,0.4,36,5.19
2023-11-06T21:23:00Z,7,0.24,8.82,0.4,35,5.54
