time,temperature,wave_height_sig,wave_period_max,wave_height_max,wave_spread_avg,sea_surface_wave_mean_period
2023-09-18T11:18:00Z,22,1.32,7.31,2.13,35,5.73
2023-09-18T12:18:00Z,23,1.16,11.13,1.89,39,5.48
2023-09-18T13:18:00Z,25,1.2,8.82,2,42,5.73
2023-09-18T14:18:00Z,27,1.25,9.14,1.92,37,5.45
2023-09-18T15:18:00Z,27,1.27,12.8,2.15,36,5.13
2023-09-18T16:18:00Z,26,1.14,8,1.97,35,5.29
2023-09-18T17:18:00Z,28,1.24,10.23,1.97,37,5.01
2023-09-18T18:18:00Z,24,1.08,11.63,1.76,38,5.13
2023-09-18T19:18:00Z,22,1.08,11.13,1.82,37,5.4
2023-09-18T20:18:00Z,21,1.09,12.8,1.72,36,5.27
2023-09-18T21:18:00Z,20,0.96,12.19,1.62,35,5.21
2023-09-18T22:18:00Z,19,1.08,12.8,1.7,37,5.49
2023-09-18T23:18:00Z,19,1.01,12.8,1.7,36,5.32
2023-09-19T00:18:00Z,19,0.98,11.63,1.65,37,5.46
2023-09-19T01:18:00Z,19,0.94,11.13,1.48,36,5.44
2023-09-19T02:18:00Z,19,1.03,12.19,1.73,36,5.43
2023-09-19T03:18:00Z,19,1.05,12.19,1.77,35,5.22
2023-09-19T04:18:00Z,19,1.03,12.8,1.69,37,5.01
2023-09-19T05:18:00Z,20,1.03,11.63,1.72,38,4.61
2023-09-19T06:18:00Z,20,1.14,11.63,1.85,39,4.82
2023-09-19T07:18:00Z,19,1.18,12.19,2.03,35,4.72
2023-09-19T08:18:00Z,20,1.28,12.8,2.27,37,4.17
2023-09-19T09:18:00Z,20,1.31,11.63,2.19,40,4.39
2023-09-19T10:18:00Z,21,1.37,12.19,2.48,36,4.31
2023-09-19T11:18:00Z,20,1.61,5.11,2.73,40,4.37
2023-09-19T12:18:00Z,21,1.77,5.01,2.84,39,4.57
2023-09-19T13:18:00Z,21,2.08,6.09,3.3,35,4.73
2023-09-19T14:18:00Z,22,1.99,6.24,3.21,38,4.93
