time,relative_humidity,air_temperature_average,wind_speed_average,wind_gust_average,air_dewpoint_average,wind_chill,heat_index,air_pressure_average
2023-08-14T00:00:07Z,98,19,1,3,19,19,19,1015.58
2023-08-14T00:15:08Z,99,19,2,3,19,19,19,1015.92
2023-08-14T00:30:08Z,99,19,3,4,19,19,19,1015.24
2023-08-14T00:45:09Z,99,19,2,4,19,19,19,1015.24
2023-08-14T01:00:09Z,99,19,3,4,19,19,19,1014.9
2023-08-14T01:15:11Z,99,19,2,4,19,19,19,1014.56
2023-08-14T01:30:12Z,99,19,4,4,19,19,19,1014.9
2023-08-14T01:45:13Z,99,19,2,4,19,19,19,1014.56
2023-08-14T02:00:14Z,99,19,2,3,19,19,19,1014.56
2023-08-14T02:15:14Z,99,19,3,5,19,19,19,1015.24
2023-08-14T02:30:16Z,99,18,1,4,18,18,18,1015.58
2023-08-14T02:45:17Z,99,19,2,3,18,19,19,1014.22
2023-08-14T03:00:18Z,99,19,2,4,19,19,19,1013.88
2023-08-14T03:15:23Z,99,19,3,4,19,19,19,1014.56
2023-08-14T03:30:26Z,99,19,3,4,19,19,19,1012.87
2023-08-14T03:45:28Z,99,19,1,4,19,19,19,1013.55
2023-08-14T04:00:28Z,99,19,1,2,19,19,19,1013.55
2023-08-14T04:15:28Z,99,19,1,2,19,19,19,1013.55
2023-08-14T04:30:29Z,99,19,1,1,19,19,19,1013.55
2023-08-14T04:45:31Z,100,19,0,2,19,19,19,1013.55
2023-08-14T05:00:32Z,99,19,2,4,19,19,19,1013.55
2023-08-14T05:16:02Z,99,19,1,3,19,19,19,1013.88
2023-08-14T05:30:35Z,99,19,6,6,19,19,19,1013.21
2023-08-14T05:45:37Z,99,19,5,8,18,19,19,1012.53
2023-08-14T06:00:40Z,99,19,6,9,19,19,19,1010.84
2023-08-14T06:15:43Z,99,19,3,9,19,19,19,1010.16
2023-08-14T06:30:45Z,99,19,5,8,19,19,19,1010.84
2023-08-14T06:45:46Z,99,19,4,6,18,19,19,1010.84
2023-08-14T07:00:47Z,99,19,4,8,19,19,19,1010.84
2023-08-14T07:15:47Z,99,19,4,8,19,19,19,1010.84
2023-08-14T07:30:50Z,99,19,1,5,19,19,19,1011.18
2023-08-14T07:45:53Z,99,19,1,4,19,19,19,1010.84
2023-08-14T08:00:55Z,99,19,2,4,19,19,19,1010.5
2023-08-14T08:15:58Z,99,19,1,4,19,19,19,1010.16
2023-08-14T08:30:00Z,99,19,3,4,19,19,19,1010.16
2023-08-14T08:45:02Z,99,19,2,5,19,19,19,1010.16
2023-08-14T09:00:06Z,98,18,3,4,18,18,18,1010.16
2023-08-14T09:15:08Z,99,18,1,3,18,18,18,1010.16
2023-08-14T09:30:09Z,99,18,1,1,18,18,18,1010.5
2023-08-14T09:45:09Z,99,18,0,1,18,18,18,1010.5
2023-08-14T10:00:10Z,99,18,1,3,18,18,18,1010.5
2023-08-14T10:30:11Z,99,18,0,1,18,18,18,1010.5
2023-08-14T10:45:11Z,99,18,0,0,18,18,18,1010.5
2023-08-14T11:00:12Z,100,19,1,1,19,19,19,1010.5
2023-08-14T11:15:12Z,99,19,0,1,18,19,19,1010.5
2023-08-14T11:30:13Z,99,19,0,1,18,19,19,1010.5
2023-08-14T11:45:13Z,99,19,0,1,18,19,19,1010.5
2023-08-14T12:00:14Z,99,19,1,2,19,19,19,1010.5
2023-08-14T12:15:14Z,99,19,0,1,19,19,19,1010.16
2023-08-14T12:30:15Z,99,19,0,0,19,19,19,1010.5
2023-08-14T12:45:16Z,99,19,0,0,19,19,19,1010.5
2023-08-14T13:00:17Z,99,20,0,1,19,20,20,1010.5
2023-08-14T13:15:18Z,100,20,0,1,20,20,20,1010.5
2023-08-14T13:30:20Z,100,20,1,1,20,20,20,1010.5
2023-08-14T13:45:23Z,99,20,3,4,21,20,20,1010.5
2023-08-14T14:00:25Z,98,21,1,4,21,21,21,1010.5
2023-08-14T14:15:27Z,97,21,3,5,21,21,22,1010.5
2023-08-14T14:30:31Z,95,22,2,6,21,22,22,1010.5
2023-08-14T14:45:33Z,93,22,2,5,21,22,22,1010.5
2023-08-14T15:00:33Z,92,22,5,5,21,22,22,1010.5
2023-08-14T15:15:35Z,92,22,3,5,21,22,23,1010.5
2023-08-14T15:30:37Z,91,22,3,5,21,22,23,1010.5
2023-08-14T15:45:37Z,90,22,4,6,21,22,23,1010.5
2023-08-14T16:00:39Z,90,22,2,5,21,22,23,1010.5
2023-08-14T16:15:43Z,88,23,6,6,21,23,23,1010.84
2023-08-14T16:30:48Z,87,23,1,5,21,23,24,1010.5
2023-08-14T16:45:51Z,87,23,2,5,21,23,24,1010.5
2023-08-14T17:00:54Z,86,23,4,4,21,23,24,1010.16
2023-08-14T17:15:58Z,82,24,3,4,21,24,25,1010.16
2023-08-14T17:30:02Z,81,24,2,4,21,24,25,1010.16
2023-08-14T17:45:06Z,79,25,3,4,21,25,26,1010.16
2023-08-14T18:00:10Z,77,25,1,4,21,25,26,1010.16
2023-08-14T18:15:11Z,74,26,1,5,21,26,26,1010.16
2023-08-14T18:30:14Z,74,26,3,6,21,26,26,1010.5
2023-08-14T18:45:15Z,71,26,4,5,21,26,27,1010.5
2023-08-14T19:00:15Z,71,26,4,5,20,26,26,1010.5
2023-08-14T19:15:16Z,75,25,3,6,21,25,26,1010.5
2023-08-14T19:30:17Z,69,26,4,5,20,26,26,1010.16
2023-08-14T19:45:18Z,71,25,2,6,20,25,26,1010.5
2023-08-14T20:00:19Z,78,25,4,7,21,25,25,1010.5
2023-08-14T20:15:19Z,79,25,3,5,21,25,25,1010.5
2023-08-14T20:30:21Z,76,25,4,7,21,25,26,1010.5
2023-08-14T20:45:21Z,75,25,4,6,21,25,26,1010.5
2023-08-14T21:00:22Z,71,26,4,7,20,26,26,1010.84
2023-08-14T21:15:22Z,71,26,5,7,20,26,26,1010.5
2023-08-14T21:30:23Z,69,26,4,8,19,26,26,1010.84
2023-08-14T21:45:23Z,67,25,4,8,19,25,26,1010.84
2023-08-14T22:00:24Z,67,25,5,6,19,25,26,1011.18
2023-08-14T22:15:24Z,69,25,4,6,19,25,25,1011.18
2023-08-14T22:30:26Z,70,25,5,5,19,25,25,1011.18
2023-08-14T22:45:26Z,71,25,4,6,19,25,25,1011.18
2023-08-14T23:00:27Z,72,24,4,5,19,24,25,1011.51
2023-08-14T23:15:27Z,73,24,3,5,19,24,24,1011.51
2023-08-14T23:30:28Z,75,23,3,4,19,23,24,1011.51
2023-08-14T23:45:28Z,76,23,2,3,19,23,24,1011.85
2023-08-15T00:00:29Z,77,23,1,2,19,23,24,1011.51
2023-08-15T00:30:31Z,79,23,2,2,19,23,23,1012.19
2023-08-15T00:45:31Z,80,22,2,2,19,22,23,1012.19
2023-08-15T01:00:31Z,81,22,2,3,19,22,22,1012.53
2023-08-15T01:15:32Z,82,22,1,2,18,22,22,1012.87
2023-08-15T01:30:32Z,83,22,2,2,19,22,22,1012.87
2023-08-15T01:45:33Z,83,22,1,2,18,22,22,1012.87
2023-08-15T02:00:35Z,84,21,1,2,19,21,22,1012.87
2023-08-15T02:15:34Z,84,21,2,4,18,21,22,1012.87
2023-08-15T02:30:35Z,83,21,3,6,18,21,22,1012.87
2023-08-15T02:45:36Z,84,21,2,4,18,21,21,1012.87
2023-08-15T03:00:36Z,84,21,3,4,18,21,21,1012.87
2023-08-15T03:15:38Z,85,21,0,2,18,21,21,1012.87
2023-08-15T03:30:40Z,84,21,2,4,18,21,21,1012.87
2023-08-15T03:45:41Z,83,21,3,4,18,21,21,1012.87
2023-08-15T04:00:44Z,83,21,3,4,18,21,21,1012.87
2023-08-15T04:15:46Z,85,20,4,6,18,20,20,1013.21
2023-08-15T04:30:49Z,86,20,2,6,18,20,20,1013.21
2023-08-15T04:45:51Z,86,20,3,5,17,20,20,1013.21
2023-08-15T05:00:53Z,86,19,4,4,17,19,19,1012.87
2023-08-15T05:15:55Z,87,19,4,4,17,19,19,1013.21
2023-08-15T05:30:57Z,87,19,3,6,17,19,19,1013.21
2023-08-15T05:45:58Z,87,19,3,4,17,19,19,1013.21
2023-08-15T06:00:58Z,87,19,1,4,17,19,19,1012.87
2023-08-15T06:15:59Z,87,19,1,4,17,19,19,1013.21
2023-08-15T06:30:01Z,87,19,2,3,17,19,19,1013.21
2023-08-15T06:45:02Z,86,19,1,3,17,19,19,1013.21
2023-08-15T07:00:02Z,86,19,2,3,17,19,19,1013.55
2023-08-15T07:15:04Z,86,19,2,4,17,19,19,1013.55
2023-08-15T07:30:06Z,85,19,3,4,17,19,19,1013.55
2023-08-15T07:45:06Z,85,19,1,3,17,19,19,1013.21
2023-08-15T08:00:07Z,86,19,1,3,17,19,19,1013.21
2023-08-15T08:15:10Z,87,18,3,4,16,18,18,1013.21
2023-08-15T08:30:14Z,88,18,2,4,16,18,18,1012.87
2023-08-15T08:45:15Z,88,18,0,1,16,18,18,1013.21
2023-08-15T09:00:17Z,89,18,0,1,16,18,18,1012.87
2023-08-15T09:15:18Z,89,18,0,1,16,18,18,1013.21
2023-08-15T09:30:19Z,89,18,1,2,16,18,18,1013.55
2023-08-15T09:45:20Z,89,18,0,0,16,18,18,1013.55
2023-08-15T10:00:22Z,90,18,0,1,16,18,18,1013.55
2023-08-15T10:15:22Z,90,18,1,2,17,18,18,1013.55
2023-08-15T10:30:23Z,90,18,1,2,17,18,18,1013.21
2023-08-15T10:45:24Z,90,18,0,1,17,18,18,1013.21
2023-08-15T11:00:24Z,89,18,1,2,17,18,18,1013.21
2023-08-15T11:15:24Z,88,19,1,1,17,19,19,1013.55
2023-08-15T11:30:25Z,88,19,1,1,17,19,19,1013.55
2023-08-15T11:45:26Z,87,19,2,3,17,19,19,1013.88
2023-08-15T12:00:27Z,88,19,2,2,17,19,19,1013.88
2023-08-15T12:15:29Z,87,19,1,3,17,19,19,1013.88
2023-08-15T12:30:30Z,86,19,2,4,17,19,19,1013.88
2023-08-15T12:45:31Z,85,20,1,2,17,20,20,1014.22
2023-08-15T13:00:32Z,84,20,1,1,17,20,20,1013.55
2023-08-15T13:15:33Z,84,21,1,1,18,21,21,1013.88
2023-08-15T13:30:34Z,85,20,1,2,17,20,20,1013.88
2023-08-15T13:45:36Z,85,20,0,3,18,20,20,1014.22
2023-08-15T14:00:38Z,84,21,0,1,18,21,21,1014.22
2023-08-15T14:15:39Z,84,20,2,4,17,20,20,1014.22
2023-08-15T14:30:41Z,87,19,3,4,17,19,19,1014.22
2023-08-15T14:45:41Z,89,19,4,4,17,19,19,1014.22
2023-08-15T15:00:43Z,89,19,4,5,18,19,19,1014.56
2023-08-15T15:15:44Z,88,20,3,4,18,20,20,1014.56
2023-08-15T15:30:46Z,89,20,4,5,18,20,20,1014.56
2023-08-15T15:45:46Z,88,21,5,5,18,21,21,1014.9
2023-08-15T16:00:47Z,89,21,4,5,19,21,21,1014.56
2023-08-15T16:15:47Z,89,20,2,4,18,20,20,1014.9
2023-08-15T16:30:49Z,89,21,1,4,19,21,21,1014.56
2023-08-15T16:45:49Z,88,21,2,2,19,21,21,1014.56
2023-08-15T17:00:50Z,88,21,0,4,19,21,21,1014.56
2023-08-15T17:15:50Z,86,21,0,1,19,21,22,1014.22
2023-08-15T17:30:52Z,86,21,3,3,18,21,21,1014.22
2023-08-15T17:45:52Z,86,21,2,4,18,21,21,1013.88
2023-08-15T18:00:53Z,85,21,3,3,18,21,21,1014.22
2023-08-15T18:15:53Z,90,20,4,7,18,20,20,1014.22
2023-08-15T18:30:54Z,88,20,2,4,18,20,20,1014.22
2023-08-15T18:45:55Z,84,20,0,4,18,20,20,1014.22
2023-08-15T19:00:55Z,81,21,2,4,17,21,21,1014.22
2023-08-15T19:15:55Z,82,20,5,5,17,20,20,1014.22
2023-08-15T19:30:57Z,84,20,1,5,17,20,20,1014.22
2023-08-15T19:45:57Z,86,20,1,3,18,20,20,1013.88
2023-08-15T20:00:59Z,86,20,1,2,18,20,20,1013.55
2023-08-15T20:15:59Z,87,20,1,1,18,20,20,1013.55
2023-08-15T20:45:00Z,89,20,0,1,18,20,20,1012.87
2023-08-15T21:00:00Z,89,20,0,1,18,20,20,1013.21
2023-08-15T21:15:01Z,89,20,2,2,18,20,20,1012.87
2023-08-15T21:30:01Z,91,19,4,4,18,19,19,1013.21
2023-08-15T21:45:03Z,92,19,3,4,18,19,19,1012.87
2023-08-15T22:00:04Z,92,19,1,4,18,19,19,1012.87
2023-08-15T22:15:04Z,93,19,2,3,18,19,19,1012.87
2023-08-15T22:30:05Z,93,19,2,4,18,19,19,1012.87
2023-08-15T22:45:09Z,92,19,2,2,18,19,19,1012.87
2023-08-15T23:00:08Z,94,18,0,4,17,18,18,1012.87
2023-08-15T23:15:08Z,95,18,1,2,18,18,18,1012.87
2023-08-15T23:30:09Z,95,18,0,1,17,18,18,1012.87
2023-08-15T23:45:11Z,95,18,0,1,17,18,18,1012.87
2023-08-16T00:00:10Z,95,18,0,0,17,18,18,1012.87
2023-08-16T00:15:11Z,95,18,0,0,17,18,18,1012.53
2023-08-16T00:30:11Z,95,18,0,1,17,18,18,1012.87
2023-08-16T00:45:13Z,96,18,1,2,17,18,18,1012.87
2023-08-16T01:00:13Z,96,17,2,3,17,17,17,1012.87
2023-08-16T01:15:15Z,96,17,3,3,17,17,17,1013.21
2023-08-16T01:30:16Z,97,17,1,2,17,17,17,1013.21
2023-08-16T01:45:18Z,97,18,1,2,17,18,18,1013.21
2023-08-16T02:00:18Z,97,18,1,2,18,18,18,1013.55
2023-08-16T02:15:19Z,97,18,1,2,17,18,18,1013.55
2023-08-16T02:30:19Z,97,18,1,1,17,18,18,1013.55
2023-08-16T02:45:20Z,97,18,1,2,18,18,18,1013.21
2023-08-16T03:00:21Z,97,18,0,1,18,18,18,1013.55
2023-08-16T03:15:23Z,97,18,0,1,18,18,18,1013.55
2023-08-16T03:30:24Z,98,18,0,0,18,18,18,1013.55
2023-08-16T03:45:26Z,97,18,0,1,18,18,18,1013.55
2023-08-16T04:00:27Z,97,18,0,0,18,18,18,1013.55
2023-08-16T04:15:28Z,97,18,0,0,18,18,18,1013.55
2023-08-16T04:30:30Z,97,18,1,2,18,18,18,1013.55
2023-08-16T04:45:31Z,98,18,1,2,18,18,18,1013.55
2023-08-16T05:00:32Z,97,18,2,2,18,18,18,1013.55
2023-08-16T05:15:33Z,97,18,1,2,18,18,18,1013.55
2023-08-16T05:30:33Z,97,18,1,2,18,18,18,1013.55
2023-08-16T05:45:34Z,97,18,1,1,18,18,18,1013.55
2023-08-16T06:00:35Z,97,18,1,2,18,18,18,1013.88
2023-08-16T06:15:36Z,97,18,0,2,18,18,18,1013.88
2023-08-16T06:30:36Z,97,18,0,2,18,18,18,1013.88
2023-08-16T06:45:37Z,97,18,1,1,18,18,18,1013.88
2023-08-16T07:00:37Z,97,18,1,2,18,18,18,1013.88
2023-08-16T07:15:39Z,97,18,0,1,18,18,18,1014.22
2023-08-16T07:30:40Z,97,18,1,2,18,18,18,1014.22
2023-08-16T07:45:41Z,97,18,0,1,18,18,18,1014.22
2023-08-16T08:00:42Z,97,18,0,1,18,18,18,1014.56
2023-08-16T08:15:43Z,96,18,0,0,18,18,18,1014.56
2023-08-16T08:30:45Z,96,18,0,0,18,18,18,1014.56
2023-08-16T08:45:49Z,96,18,0,0,18,18,18,1014.9
2023-08-16T09:00:51Z,96,18,0,0,18,18,18,1014.9
2023-08-16T09:15:53Z,96,18,1,2,18,18,18,1015.24
2023-08-16T09:30:54Z,96,18,1,3,18,18,18,1015.24
2023-08-16T09:45:57Z,96,18,1,2,18,18,18,1015.58
2023-08-16T10:01:01Z,95,18,0,1,18,18,18,1015.58
2023-08-16T10:15:59Z,94,18,1,2,18,18,18,1015.92
2023-08-16T10:30:00Z,93,18,0,4,17,18,18,1015.92
2023-08-16T10:45:03Z,93,18,1,2,17,18,18,1015.92
2023-08-16T11:00:04Z,93,18,2,2,17,18,18,1016.26
2023-08-16T11:15:05Z,93,18,1,4,17,18,18,1016.26
2023-08-16T11:30:07Z,92,18,1,3,17,18,18,1016.59
2023-08-16T11:45:07Z,92,18,2,4,17,18,18,1016.26
2023-08-16T12:00:08Z,92,19,0,3,17,19,19,1016.26
2023-08-16T12:15:09Z,92,19,1,4,17,19,19,1015.92
2023-08-16T12:30:10Z,91,19,2,4,17,19,19,1015.92
2023-08-16T12:45:12Z,91,19,1,4,17,19,19,1016.26
2023-08-16T13:00:14Z,91,19,1,2,18,19,19,1016.93
2023-08-16T13:15:16Z,90,19,2,3,18,19,19,1017.27
2023-08-16T13:30:17Z,90,19,0,3,18,19,19,1016.93
2023-08-16T13:45:19Z,90,20,3,3,18,20,20,1017.27
2023-08-16T14:00:21Z,89,20,2,3,18,20,20,1017.27
2023-08-16T14:15:22Z,89,20,0,3,18,20,20,1017.61
2023-08-16T14:30:25Z,89,20,2,3,18,20,20,1017.61
2023-08-16T14:45:26Z,88,20,2,4,18,20,20,1017.61
2023-08-16T15:00:27Z,89,20,3,4,18,20,20,1017.95
2023-08-16T15:15:28Z,88,20,1,4,18,20,20,1017.95
2023-08-16T15:30:31Z,87,21,2,4,18,21,21,1017.95
2023-08-16T15:45:32Z,87,20,2,2,17,20,20,1017.95
2023-08-16T16:00:33Z,90,19,1,3,17,19,19,1017.95
2023-08-16T16:15:33Z,90,19,3,4,18,19,19,1017.61
2023-08-16T16:30:34Z,88,19,3,4,18,19,19,1017.61
2023-08-16T16:45:35Z,90,19,3,5,17,19,19,1017.61
2023-08-16T17:00:36Z,90,19,5,8,17,19,19,1017.61
2023-08-16T17:15:39Z,91,19,4,5,17,19,19,1017.61
2023-08-16T17:30:40Z,91,19,6,7,17,19,19,1017.95
2023-08-16T17:45:42Z,91,19,6,7,17,19,19,1017.95
2023-08-16T18:00:43Z,92,18,4,5,17,18,18,1017.95
2023-08-16T18:15:43Z,93,18,3,5,17,18,18,1017.95
2023-08-16T18:30:44Z,93,18,4,5,17,18,18,1018.29
2023-08-16T18:45:46Z,93,18,4,5,17,18,18,1018.29
2023-08-16T19:00:46Z,94,18,3,4,17,18,18,1018.29
2023-08-16T19:15:47Z,89,20,4,6,18,20,20,1018.29
2023-08-16T19:30:48Z,88,20,3,5,18,20,20,1018.29
2023-08-16T19:45:48Z,90,20,3,5,18,20,20,1018.29
2023-08-16T20:15:50Z,89,20,4,6,18,20,20,1018.29
2023-08-16T20:30:50Z,89,20,4,5,18,20,20,1018.29
2023-08-16T20:45:51Z,89,20,3,4,18,20,20,1018.29
2023-08-16T21:00:51Z,89,20,3,5,18,20,20,1018.29
2023-08-16T21:15:52Z,89,20,3,4,18,20,20,1018.29
2023-08-16T21:30:54Z,89,20,3,5,18,20,20,1018.29
2023-08-16T21:45:53Z,89,20,2,4,18,20,20,1018.29
2023-08-16T22:00:54Z,89,20,2,4,18,20,20,1018.29
2023-08-16T22:15:56Z,90,20,1,4,18,20,20,1018.63
2023-08-16T22:30:57Z,90,20,2,4,18,20,20,1018.63
2023-08-16T22:45:59Z,90,20,1,4,18,20,20,1018.96
2023-08-16T23:00:01Z,91,19,4,4,18,19,19,1018.96
2023-08-16T23:15:01Z,92,19,2,4,18,19,19,1018.63
2023-08-16T23:30:01Z,92,19,1,3,18,19,19,1018.96
2023-08-16T23:45:03Z,93,19,0,2,18,19,19,1018.96
2023-08-17T00:00:04Z,93,19,0,1,18,19,19,1019.3
2023-08-17T00:15:06Z,94,19,0,1,18,19,19,1019.64
2023-08-17T00:30:07Z,94,19,1,2,18,19,19,1019.64
2023-08-17T00:45:07Z,95,18,0,1,18,18,18,1019.64
2023-08-17T01:00:08Z,95,18,0,2,18,18,18,1019.64
2023-08-17T01:15:09Z,95,19,0,2,18,19,19,1019.64
2023-08-17T01:30:09Z,95,19,0,2,18,19,19,1019.64
2023-08-17T01:45:10Z,95,19,1,3,18,19,19,1019.64
2023-08-17T02:00:10Z,95,19,1,1,18,19,19,1019.64
2023-08-17T02:15:12Z,95,19,0,2,18,19,19,1019.64
2023-08-17T02:30:13Z,95,19,1,1,18,19,19,1019.64
2023-08-17T02:45:13Z,95,18,1,1,18,18,18,1019.98
2023-08-17T03:00:15Z,95,18,1,1,18,18,18,1019.98
2023-08-17T03:15:17Z,95,18,1,1,18,18,18,1019.98
2023-08-17T03:30:18Z,95,18,0,1,18,18,18,1019.98
2023-08-17T03:45:19Z,95,18,1,2,18,18,18,1019.98
2023-08-17T04:00:20Z,95,18,1,1,18,18,18,1019.98
2023-08-17T04:15:21Z,95,18,1,2,18,18,18,1019.98
2023-08-17T04:30:21Z,95,18,0,1,18,18,18,1019.98
2023-08-17T04:45:22Z,96,18,0,1,18,18,18,1019.98
2023-08-17T05:00:22Z,96,18,2,2,18,18,18,1019.98
2023-08-17T05:15:23Z,96,18,0,2,18,18,18,1019.98
2023-08-17T05:30:23Z,96,18,0,1,18,18,18,1019.98
2023-08-17T05:45:24Z,96,18,1,2,18,18,18,1019.98
2023-08-17T06:00:24Z,96,18,0,1,18,18,18,1019.98
2023-08-17T06:15:25Z,96,18,1,2,18,18,18,1019.98
2023-08-17T06:30:26Z,96,18,2,2,17,18,18,1019.98
2023-08-17T06:45:28Z,96,18,2,2,17,18,18,1019.98
2023-08-17T07:15:31Z,96,18,2,3,17,18,18,1019.98
2023-08-17T07:30:31Z,96,18,1,2,17,18,18,1019.98
2023-08-17T07:45:32Z,96,18,2,3,17,18,18,1019.98
2023-08-17T08:00:32Z,96,18,2,2,17,18,18,1019.98
2023-08-17T08:15:34Z,97,18,1,3,17,18,18,1020.32
2023-08-17T08:30:36Z,97,18,0,3,17,18,18,1020.32
2023-08-17T08:45:38Z,97,18,1,2,17,18,18,1020.66
2023-08-17T09:00:40Z,97,18,1,2,17,18,18,1020.66
2023-08-17T09:15:43Z,97,18,1,2,17,18,18,1020.66
2023-08-17T09:30:44Z,97,18,1,2,17,18,18,1020.66
2023-08-17T09:45:45Z,96,18,1,2,17,18,18,1021
2023-08-17T10:00:46Z,96,18,1,2,17,18,18,1021.33
2023-08-17T10:15:48Z,96,18,0,4,17,18,18,1021
2023-08-17T10:30:48Z,96,18,1,2,17,18,18,1021.33
2023-08-17T10:45:49Z,96,18,1,2,17,18,18,1021.33
2023-08-17T11:15:52Z,96,17,4,4,17,17,17,1021.33
2023-08-17T11:30:53Z,96,18,2,4,17,18,18,1021.33
2023-08-17T11:45:55Z,96,18,2,3,17,18,18,1021.33
2023-08-17T12:00:54Z,95,18,0,4,18,18,18,1021.33
2023-08-17T12:15:55Z,94,19,2,3,18,19,19,1021.67
2023-08-17T12:31:00Z,92,19,1,3,18,19,19,1021.33
2023-08-17T12:45:03Z,88,20,1,4,18,20,20,1021.33
2023-08-17T13:00:05Z,85,21,3,3,18,21,21,1021.33
2023-08-17T13:15:08Z,84,21,2,4,18,21,21,1021.33
2023-08-17T13:30:09Z,83,21,2,5,18,21,21,1021.33
2023-08-17T13:45:11Z,81,21,2,4,18,21,22,1021.33
2023-08-17T14:00:13Z,80,21,4,6,18,21,21,1021.33
2023-08-17T14:15:14Z,82,21,4,6,18,21,22,1021.33
2023-08-17T14:30:16Z,81,21,3,5,18,21,22,1021.33
2023-08-17T14:45:16Z,80,22,2,5,18,22,22,1021.33
2023-08-17T15:00:18Z,78,22,4,7,18,22,22,1021.33
2023-08-17T15:15:19Z,78,21,3,7,17,21,22,1021.33
2023-08-17T15:30:21Z,79,21,4,6,18,21,22,1021.33
2023-08-17T15:45:21Z,77,22,4,7,18,22,22,1021
2023-08-17T16:00:25Z,76,22,2,7,18,22,22,1021
2023-08-17T16:15:26Z,74,22,4,6,17,22,22,1021
2023-08-17T16:30:27Z,75,22,6,7,17,22,22,1021
2023-08-17T16:45:27Z,75,22,4,7,17,22,22,1021
2023-08-17T17:00:28Z,73,22,4,7,17,22,22,1021
2023-08-17T17:15:30Z,74,22,6,8,17,22,22,1021
2023-08-17T17:45:31Z,75,22,5,7,17,22,22,1021.33
2023-08-17T18:00:31Z,79,22,6,8,18,22,22,1021
2023-08-17T18:15:32Z,79,22,4,6,18,22,22,1021
2023-08-17T18:30:33Z,80,21,5,7,18,21,22,1020.66
2023-08-17T18:45:33Z,80,22,2,6,18,22,22,1020.66
2023-08-17T19:00:34Z,81,21,1,8,18,21,22,1020.66
2023-08-17T19:15:35Z,81,21,4,8,18,21,22,1021
2023-08-17T19:30:36Z,82,22,3,6,18,22,22,1020.66
2023-08-17T19:45:36Z,83,21,2,7,18,21,22,1020.66
2023-08-17T20:00:37Z,85,21,3,6,18,21,21,1020.66
2023-08-17T20:15:38Z,86,21,6,8,18,21,21,1020.66
2023-08-17T20:30:38Z,86,21,3,5,18,21,21,1020.66
2023-08-17T20:45:39Z,86,21,3,6,18,21,21,1020.66
2023-08-17T21:00:40Z,87,20,2,6,18,20,20,1020.66
2023-08-17T21:15:40Z,86,20,3,4,18,20,20,1020.32
2023-08-17T21:30:41Z,86,20,2,4,18,20,20,1020.32
2023-08-17T21:45:42Z,86,20,3,4,18,20,20,1020.32
2023-08-17T22:00:42Z,86,20,2,5,18,20,20,1020.66
2023-08-17T22:15:43Z,87,20,1,5,18,20,20,1020.32
2023-08-17T22:30:43Z,87,20,3,6,18,20,20,1020.66
2023-08-17T22:45:43Z,88,20,2,6,18,20,20,1020.32
2023-08-17T23:00:44Z,88,20,3,4,18,20,20,1020.66
2023-08-17T23:15:44Z,89,20,1,4,18,20,20,1020.32
2023-08-17T23:30:45Z,90,20,1,6,18,20,20,1020.32
2023-08-17T23:45:47Z,90,20,1,6,18,20,20,1020.32
2023-08-18T00:00:45Z,91,20,3,4,18,20,20,1020.32
2023-08-18T00:15:46Z,91,19,1,4,18,19,19,1020.32
2023-08-18T00:30:47Z,92,19,2,6,18,19,19,1020.32
2023-08-18T00:45:47Z,93,19,1,5,18,19,19,1020.32
2023-08-18T01:00:48Z,93,19,1,5,18,19,19,1020.32
2023-08-18T01:15:49Z,94,19,1,5,18,19,19,1020.32
2023-08-18T01:30:49Z,94,19,2,6,18,19,19,1020.32
2023-08-18T02:00:50Z,95,19,2,4,18,19,19,1019.98
2023-08-18T02:15:52Z,95,19,1,4,18,19,19,1019.98
2023-08-18T02:30:52Z,96,19,2,5,18,19,19,1019.98
2023-08-18T02:45:54Z,96,19,0,4,18,19,19,1019.98
2023-08-18T03:00:54Z,96,19,2,4,18,19,19,1019.64
2023-08-18T03:15:57Z,96,19,3,4,18,19,19,1019.64
2023-08-18T03:30:58Z,97,19,2,4,19,19,19,1019.64
2023-08-18T03:45:00Z,97,19,1,6,19,19,19,1019.64
2023-08-18T04:00:00Z,97,19,4,5,19,19,19,1019.64
2023-08-18T04:15:03Z,97,19,1,6,19,19,19,1019.64
2023-08-18T04:30:04Z,98,19,3,5,19,19,19,1019.3
2023-08-18T04:45:06Z,98,19,3,4,19,19,19,1019.3
2023-08-18T05:00:08Z,98,19,2,5,19,19,19,1018.96
2023-08-18T05:15:09Z,98,19,3,4,19,19,19,1018.96
2023-08-18T05:30:12Z,98,19,2,5,19,19,19,1018.29
2023-08-18T05:45:13Z,98,19,4,6,19,19,19,1018.29
2023-08-18T06:00:16Z,98,19,2,5,19,19,19,1018.29
2023-08-18T06:15:19Z,99,19,4,7,19,19,19,1017.95
2023-08-18T06:30:20Z,99,19,3,6,19,19,19,1017.95
2023-08-18T06:45:22Z,99,19,3,5,19,19,19,1017.95
2023-08-18T07:00:24Z,99,19,4,4,19,19,19,1017.61
2023-08-18T07:15:24Z,99,19,4,6,19,19,19,1017.61
2023-08-18T07:30:25Z,99,19,2,5,19,19,19,1017.61
2023-08-18T07:45:26Z,99,19,4,5,19,19,19,1017.61
2023-08-18T08:00:26Z,99,19,3,4,19,19,19,1017.61
2023-08-18T08:15:29Z,99,19,2,5,19,19,19,1017.61
